account,date,closedPnL,size,num_trades,win_rate,long_short_ratio,Classification,frequency_group,profit_label
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,1876.812082,2.832973684210526,19,0.47368421052631576,1.0,Extreme Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,847.7766200000001,1.9058125,8,0.5,1.7777777777777777,Extreme Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,8885.327477,0.3182728,25,0.72,0.0,Extreme Greed,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,1479.677222,0.20770650000000002,20,0.45,0.3357142857142857,Extreme Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,1083.777057,0.23895966666666665,30,0.26666666666666666,0.16270218839200762,Extreme Greed,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,0.0,2.117061904761905,21,0.0,0.4942528735632184,Extreme Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,0.0,1.5390599999999999,10,0.0,2.4285714285714284,Extreme Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-07,0.0,2.47182,10,0.0,19.0,Extreme Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,858.6705000000001,1.0760375,16,0.375,3.9,Extreme Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,541.55471,0.254599,10,0.7,1.75,Extreme Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-11,2053.119744,1.1202693243243242,74,0.16216216216216217,1.3243243243243243,Greed,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-12,0.0,0.1202616129032258,31,0.0,0.27843915343915343,Extreme Greed,Frequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-01,0.0,0.53412,1,0.0,2.3448275862068964,Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-02,0.0,0.2208025,4,0.0,1.243816254416961,Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-04,1402.082488,0.084534,20,0.4,0.9108910891089109,Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-05,1220.746604,0.1516392857142857,14,0.5,1.2587155963302752,Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,2399.9471460000004,0.20496052631578948,19,0.42105263157894735,0.4196078431372549,Greed,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,0.0,0.25600266666666666,30,0.0,1.7104722792607803,Greed,Frequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-03,11005.991600000001,0.46190653846153845,26,0.8076923076923077,1.057915057915058,Fear,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,0.0,0.23584,1,0.0,0.13487881981032665,Greed,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-01,3084.287743,0.09888270833333333,48,0.6041666666666666,0.4970588235294118,Extreme Fear,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-03,1136.272279,0.28997083333333334,12,0.5,2.582125603864734,Fear,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-04,0.0,0.37462111111111107,9,0.0,1.205548549810845,Extreme Fear,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,0.0,0.07290428571428571,14,0.0,0.25675675675675674,Fear,Infrequent,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,6403.5061239999995,0.9514766666666667,9,1.0,0.8343065693430657,Fear,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,8002.939313,0.30674,59,0.4745762711864407,2.668702290076336,Fear,Frequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,4591.427138999999,0.24051380952380952,21,0.6190476190476191,0.6447028423772609,Fear,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,890.33157,0.1980636842105263,19,0.21052631578947367,0.37142857142857144,Neutral,Infrequent,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-02,0.0,0.17225666666666664,9,0.0,1.1313628899835797,Greed,Infrequent,0
